state_name,geometry_string
Aguascalientes,"{""type"": ""Polygon"", ""coordinates"": [[[-102.7748, 21.6878], [-102.7883, 21.6917], [-102.8419, 21.7371], [-102.8685, 21.7719], [-102.8714, 21.8173], [-102.8501, 21.8685], [-102.8216, 21.9241], [-102.7791, 21.9835], [-102.7091, 22.0603], [-102.6888, 22.095], [-102.6738, 22.1366], [-102.6646, 22.1926], [-102.6516, 22.2158], [-102.6086, 22.2429], [-102.5622, 22.2472], [-102.5371, 22.2569], [-102.4777, 22.297], [-102.3984, 22.3303], [-102.3501, 22.3646], [-102.3347, 22.4115], [-102.3057, 22.4178], [-102.2748, 22.3661], [-102.2217, 22.3163], [-102.168, 22.2796], [-102.07, 22.2395], [-102.0443, 22.2182], [-102.0332, 22.1641], [-102.0207, 22.1275], [-101.9941, 22.0714], [-101.9753, 22.0516], [-101.9646, 22.0298], [-101.9757, 21.998], [-101.9743, 21.97], [-101.9216, 21.9279], [-101.896, 21.8902], [-101.9226, 21.8724], [-101.9796, 21.8593], [-102.067, 21.8168], [-102.0863, 21.7975], [-102.141, 21.7178], [-102.169, 21.6844], [-102.1975, 21.6656], [-102.2458, 21.654], [-102.3183, 21.6269], [-102.3685, 21.6245], [-102.3999, 21.6453], [-102.4554, 21.6627], [-102.4984, 21.7042], [-102.525, 21.7153], [-102.61, 21.7236], [-102.6458, 21.7217], [-102.6931, 21.7294], [-102.7197, 21.7231], [-102.7748, 21.6878]]]}"
